site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,ppt_Est_gls,ppt_SE_gls,tmax_Est_gls,tmax_SE_gls,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,accumulation_min,accumulation_max,accumulation_range,accumulation_mean,accumulation_stddev,elevation_atPoint,elevation_min,elevation_max,elevation_range,elevation_mean,elevation_stddev,slope_atPoint,slope_min,slope_max,slope_range,slope_mean,slope_stddev,crop_meanPerc_subcatch,forest_meanPerc_subcatch,grassShrubland_meanPerc_subcatch,urban_meanPerc_subcatch,water_meanPerc_subcatch,crop_meanPerc_upstr,forest_meanPerc_upstr,grassShrubland_meanPerc_upstr,urban_meanPerc_upstr,water_meanPerc_upstr,dam_impact_score_lessthan100km,dam_minDist_km_lessthan100km,dam_num_connected_lessthan100km,dam_impact_score_AllDams,dam_minDist_km_allDams,dam_num_connected_AllDams,aet_mm_12moPrior,ppt_mm_12moPrior,tmax_C_12moPrior,tmin_C_12moPrior
107000050,Denmark_1,"RÿDDING ≈, NEDSTRÿMS NEDER GINDERUP B∆K",Denmark,RÿDDING ≈,Jes Rasmussen,8.829861309,56.65865526,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2019,21,19,3,5,spring,species,0,0,0,0,47,5,125,8738,0.305813186,0.043365801,0.79715349,3.364061274,0.039211987,0.026120971,1208728,42138180,0.103824832,5,0.004719258,0.004719258,29.58719254,29.58247328,4.940582588,10.60037457,2.4,1,8.5,7.5,2.413636419,1.916980467,0.013218858,0,0.041138192,0.041138192,0.011519772,0.013743442,1,0,0,0,0,0.8278081,0.0123001,0.140558,0.0158219,0.0035129,0,NoDam,0,0,NoDam,0,514.9047619,837.5714286,12.19166667,5.859126984
107000051,Denmark_1,"KIRKEB∆KKEN, VED BORBJERG",Denmark,KIRKEB∆KKEN,Jes Rasmussen,8.759039146,56.40409685,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,19,2,4,spring,species,0,0,0,0,40,25,123,22462,1.86879226,0.028013785,1.742412604,3.853483286,0.029931875,0.029458038,1207819,40155318,0.375355672,3,0.02386,0.004750937,2.082213163,2.077462226,0.212649521,0.530997988,23.5,16.10000038,40.40000153,24.30000114,26.70759551,7.056961343,0.069785024,0,0.151829592,0.151829592,0.049328129,0.03775173,1,0,0,0,0,0.944442,0,0.0555587,0,0,0,NoDam,0,0,NoDam,0,546.1,895.8,12.35208333,5.850416667
107000052,Denmark_1,"SMALLE ≈, ÿST FOR EGEBJERG",Denmark,SMALLE ≈,Jes Rasmussen,8.835092692,56.53265146,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,19,3,5,spring,species,64,1,0.004319363,0.008,44,17,125,14817,2.280941904,0.024003759,2.182005674,4.015303555,0.023631896,0.029008442,1215705,41926001,0.293573894,3,6.698764,0.004735209,6.834210873,6.829475664,0.9785545,2.350146901,1.9,1.899999976,15.90000057,14.0000006,9.570967903,4.023495107,0,0,0.123210383,0.123210383,0.037687138,0.030831759,0.532259,0.387097,0.0806452,0,0,0.424194,0.53792199,0,0,0.0378843,0,NoDam,0,0,NoDam,0,519.1,836.7,12.29208333,5.784166667
107000053,Denmark_1,"SIMESTED ≈, SKIVE-HOBRO LANDEVEJ",Denmark,SIMESTED ≈,Jes Rasmussen,9.430059944,56.61114975,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1994,2018,25,25,3,4,spring,species,104,1,0.005779704,0.006134969,46,9,163,17994,6.009583948,0.047,6.070774226,3.351892297,0.046993332,0.018975762,1209623,41710414,0.051977656,6,217.0261,0.005966055,223.1236877,223.1177217,60.30316762,97.05505665,3.7,3.100000143,13.90000057,10.80000043,6.181818312,3.153300953,0.006465757,0,0.066124203,0.066124203,0.025292636,0.023444776,0,0.545455,0.454545,0,0,0.80914616,0.038645264,0.143359917,0.00884761,0,0,NoDam,0,0,NoDam,0,483.96,773.68,11.79233333,5.007
107000054,Denmark_1,"TORSDAL B∆K, NS NÿRAGER RENSEANL∆G",Denmark,TORSDAL B∆K,Jes Rasmussen,9.628037295,56.69910788,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,2000,2019,20,18,2,4,spring,species,0,0,0,0,37,9,108,26590,0.1864138,0.026942356,2.263048059,2.517881908,0.028762026,0.029580473,1209623,39346620,0.268705329,4,0.01061158,0.004713936,10.80989075,10.80517681,1.770422619,3.858809974,36.3,30,46.5,16.5,39.17894778,4.815863678,0.040619144,0,0.118538905,0.118538905,0.033497032,0.030155941,0.4035083,0,0.596491,0,0,0.905905805,0,0.0706976,0.0233981,0,0,NoDam,0,0,NoDam,0,499.55,769.9,11.91166667,5.098333333
107000055,Denmark_1,"SKALS ≈, LÿVEL BRO",Denmark,SKALS ≈,Jes Rasmussen,9.492778465,56.57312959,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,26,3,4,spring,species,24,1,0.001206697,0.005154639,61,7,194,19889,6.145765139,0.034940985,6.046837418,2.849410783,0.035124275,0.016614953,1210580,41972721,0.104056329,6,0.006478027,0.004729791,550.022583,550.0178532,141.6714177,233.8944337,3.5,1.700000048,4.5,2.799999952,2.981818243,1.002105243,0.01699396,0,0.05091051,0.05091051,0.014448735,0.014084695,0.954545,0.0454545,0,0,0,0.811310222,0.066719194,0.076416495,0.00617097,0.039382452,0,NoDam,0,0,NoDam,0,479.037037,761.2592593,11.80339506,4.974691358
107000056,Denmark_1,"TRUDSKOV B∆K, LÿGSTÿRVEJ. 300M FÿR 10KM-STEN",Denmark,TRUDSKOV B∆K,Jes Rasmussen,9.40412495,56.53350541,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,24,3,5,spring,species,283,1,0.023849654,0.007936508,42,5,126,11866,5.958886072,0.033440171,6.179374029,3.097672235,0.035003084,0.016837708,1210580,41755092,0.236765763,4,0.004734989,0.004734989,10.70904541,10.70431042,2.215744329,4.015814022,1.9,1.100000024,14.30000019,13.20000017,3.97000006,2.748035663,0.007552835,0,0.076512569,0.076512569,0.015751697,0.016051771,0.66,0,0.34,0,0,0.795931,0.14794315,0.0561285,0,0,0,NoDam,0,0,NoDam,0,479.8888889,776.4074074,11.85679012,4.990123457
107000057,Denmark_1,"VORNING ≈, VORNING BRO",Denmark,VORNING ≈,Jes Rasmussen,9.730739329,56.55151051,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,20,3,5,spring,species,9,1,0.000392944,0.006097561,60,9,164,22904,5.518656838,0.033923484,5.769436919,2.863988049,0.035387366,0.017060525,1210580,41328413,0.132515108,5,113.2359,0.0047325,113.4463425,113.44161,24.29329736,46.49357194,8.5,8.5,21.89999962,13.39999962,11.71785722,3.546835029,0,0,0.108572517,0.108572517,0.027241986,0.029437197,0.821428,0,0.178571,0,0,0.803348741,0.039973687,0.100012,0.004308199,0.052357689,0,NoDam,0,0,NoDam,0,471.7037037,728.1111111,11.71327161,4.883333333
107000058,Denmark_1,"JORDBRO ≈, JORDBRO MÿLLE",Denmark,JORDBRO ≈,Jes Rasmussen,9.20545465,56.53251019,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,26,3,4,spring,species,4,1,0.000196367,0.006896552,48,6,145,20370,6.240766404,0.035144485,6.216234791,2.880767292,0.035267241,0.016657369,1208798,41863756,0.037880213,6,76.41614,0.004741109,113.5694122,113.5646711,37.935994,50.12517529,2.4,2.400000095,9.199999809,6.799999714,5.175000072,2.707743464,0,0,0.064171648,0.064171648,0.028840864,0.025853992,0.75,0.25,0,0,0,0.643867444,0.245415836,0.100282102,0.010431868,0,0,NoDam,0,0,NoDam,0,486.7037037,780.3703704,12.00123457,5.180555556
107000059,Denmark_1,"L≈NUM B∆K, B∆KG≈RD",Denmark,L≈NUM B∆K,Jes Rasmussen,9.139703345,56.46095226,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2019,28,27,3,4,spring,species,0,0,0,0,43,9,133,18043,4.450006736,0.042428389,4.379074699,2.574668065,0.042306822,0.015268081,1208798,39986005,0.792246103,4,17.07584,0.004743441,17.318964,17.31422056,2.212194144,5.652222821,21,17.70000076,45.79999924,28.09999847,32.23353351,6.670352805,0,0,0.130230695,0.130230695,0.036245961,0.028698456,1,0,0,0,0,0.826737,0,0.173264,0,0,0,NoDam,0,0,NoDam,0,492,789.8928571,12.06428572,5.172321429
107000060,Denmark_1,"FISKB∆K MÿLLEB∆K, VEJBRO FISKB∆K",Denmark,FISKB∆K MÿLLEB∆K,Jes Rasmussen,9.309366983,56.51329334,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2019,28,23,3,5,spring,species,20,1,0.002159361,0.008474576,40,6,118,9262,4.630354903,0.044029374,4.611258578,2.73156685,0.043068766,0.015411116,1208016,41952698,0.151596374,3,0.00479432,0.004737501,5.274355412,5.269617911,0.778528285,1.779759379,7.3,1.800000072,38.40000153,36.60000145,13.07187514,10.07677511,0.051882902,0,0.167911122,0.167911122,0.061939341,0.048127383,0.71875,0,0.28125,0,0,0.522127148,0.113546911,0.244742741,0.119583156,0,0,NoDam,0,0,NoDam,0,485.2142857,776.5357143,12.03095238,5.126488095
107000061,Denmark_1,"≈RESVAD ≈, ≈RESVAD BRO",Denmark,≈RESVAD ≈,Jes Rasmussen,9.239402492,56.30549546,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,24,3,5,spring,species,1,1,9.35E-05,0.010204082,32,6,98,10693,6.092902869,0.033745421,6.261445965,3.335769912,0.03525114,0.016655277,1217725,38244457,0.04763383,4,40.32391,0.005597065,40.39330673,40.38770967,12.14248286,18.45943461,45.1,44.40000153,55.10000229,10.70000076,48.35000114,4.061834393,0.006606942,0,0.107765013,0.107765013,0.036072433,0.038703286,0,0.9,0.1,0,0,0.66304463,0.226227931,0.10185855,0.004787774,0.00408203,0,NoDam,0,0,NoDam,0,493.2962963,834.7407407,11.9345679,4.92808642
107000062,Denmark_1,"FLYNDERSÿMÿLLE ≈, 100M NS AFL. FRA NIKKELBORG Sÿ",Denmark,FLYNDERSÿMÿLLE ≈,Jes Rasmussen,8.967087386,56.52077161,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1993,2019,27,23,3,5,spring,species,28,1,0.002030162,0.006493506,45,4,154,13792,4.110958404,0.049450549,4.236743609,2.911715517,0.048525123,0.015546981,1217725,41896036,0.336269008,5,84.22302,0.00473573,84.80991364,84.80517791,13.04636929,30.44930101,2.1,2.100000143,19,16.89999986,7.935211356,5.844730331,0,0,0.162324803,0.162324803,0.031810258,0.035923861,1,0,0,0,0,0.483012077,0.311173941,0.099291877,0.002037322,0.104485408,0,NoDam,0,0,NoDam,0,497.037037,787.5925926,12.15493827,5.45154321
107000063,Denmark_1,"RÿJB∆K, V. ≈GAARD",Denmark,RÿJB∆K,Jes Rasmussen,8.997552776,56.41208433,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1993,2018,26,24,2,4,spring,species,0,0,0,0,39,17,128,18922,5.441253094,0.040150997,5.562377296,3.324483541,0.040832408,0.016643237,1217725,40741270,0.242254786,3,8.334126,0.004750412,8.366781235,8.362030823,1.467900778,3.144580894,12.3,10.60000038,19.30000114,8.700000763,15.33333369,2.207710893,0.010382329,0.000943847,0.026941253,0.025997406,0.013232525,0.006992394,1,0,0,0,0,0.831554962,0.161452108,0.00699249,0,0,0,NoDam,0,0,NoDam,0,505,829.4230769,12.12788462,5.322115385
107000064,Denmark_1,"GINDESKOV B∆K, NS. GINDERSKOV DAMBRUG",Denmark,GINDESKOV B∆K,Jes Rasmussen,9.00239424,56.3425631,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1994,2018,25,21,3,5,spring,species,3,1,0.000268721,0.007142857,45,11,140,11164,5.961155997,0.029648974,6.246013333,3.969507941,0.029658415,0.023058876,1217725,39953624,0.11420758,4,0.008298475,0.004758415,20.84557152,20.8408131,4.336565358,8.435726058,28.1,25.5,35.60000229,10.10000229,31.20000076,3.463741181,0.024540047,0,0.103653204,0.103653204,0.039242392,0.030231581,0,0.9999997,0,0,0,0.785919727,0.153596396,0.0604847,0,0,0,NoDam,0,0,NoDam,0,518.2272727,849.9545455,12.23522727,5.322727273
107000065,Denmark_1,"KNUD ≈, SOPHIENDAL",Denmark,KNUD ≈,Jes Rasmussen,9.876797766,56.11193408,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,27,3,5,spring,species,9,1,0.000436237,0.005434783,52,17,184,20631,4.846599854,0.033943834,4.8491648,2.601287238,0.03515535,0.016805994,1215702,40132478,0.11968405,5,0.00609389,0.004787378,35.44867325,35.44388587,5.654966974,12.93690746,24,23.20000076,29.30000114,6.100000381,25.16800064,1.707798593,0.00754656,0,0.043392767,0.043392767,0.016555453,0.014034475,0.92,0,0.04,0,0.04,0.831706519,0.1137339,0.0349759,0.015209794,0.00437351,0,NoDam,0,0,NoDam,0,469.1851852,695.4074074,11.54845679,4.769135802
107000066,Denmark_1,"SALTEN ≈, SALTENBRO",Denmark,SALTEN ≈,Jes Rasmussen,9.580151302,56.06263084,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,26,3,5,spring,species,0,0,0,0,49,12,155,22912,4.9741622,0.03476801,5.174749649,3.075232925,0.036032984,0.016617937,1215702,40023419,0.071904991,5,120.6423,0.004793807,120.6422501,120.6374563,24.13970123,48.2275802,24.6,24.60000038,31.20000076,6.600000381,26.74666697,2.025131027,0,0,0.057542857,0.057542857,0.019894872,0.018871268,0,1,0,0,0,0.527027852,0.404699988,0.042762199,0.017162204,0.00835099,0,NoDam,0,0,NoDam,0,478.1111111,777.5925926,11.67222222,4.750308642
107000067,Denmark_1,"ELLERUP B∆K, B∆K, VED VEJBRO",Denmark,ELLERUP B∆K,Jes Rasmussen,9.762476013,56.22726038,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1995,2019,25,23,3,5,spring,species,1,1,4.58E-05,0.007462687,43,11,134,21853,3.780501233,0.04923718,4.302513535,2.929416616,0.048222622,0.019166028,1215702,38922622,0.477313514,2,0.02951248,0.004772959,4.107294083,4.102521124,0.442796933,1.191985362,32.4,27.30000114,69.20000458,41.90000343,42.47900085,11.89295864,0.017923198,0,0.136863613,0.136863613,0.054065893,0.036419044,1,0,0,0,0,1,0,0,0,0,0,NoDam,0,0,NoDam,0,474.76,731.32,11.738,4.821
107000068,Denmark_1,"MATTRUP ≈, LILLEBRO",Denmark,MATTRUP ≈,Jes Rasmussen,9.611980598,55.91027758,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,17,2,4,spring,species,0,0,0,0,70,17,173,32959,0.746541718,0.026378446,0.469986054,3.080283168,0.028928806,0.029509612,1215702,37715919,0.298371824,5,87.19895,0.004812127,118.7318344,118.7270223,15.99417546,34.50668032,51.2,47.60000229,57.60000229,10,53.64838809,1.910897594,0,0,0.061315862,0.061315862,0.017467259,0.013921955,1,0,0,0,0,0.62932195,0.342046335,0.0146239,0.00182965,0.01217841,0,NoDam,0,0,NoDam,0,493.55,785.7,11.83083333,4.9825
107000069,Denmark_1,"ALLING ≈, VED GL. ÿLSTVAD BRO",Denmark,ALLING ≈,Jes Rasmussen,10.10380857,56.39203405,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1998,2018,21,19,3,5,spring,species,1,1,6.81E-05,0.008064516,39,13,124,14688,2.97090135,0.019599567,2.440554049,2.706120244,0.020678219,0.02665046,1216023,40826641,0.280394734,4,30.41806,0.004752073,30.78629494,30.78154286,4.667575122,10.96438454,13.8,11,32.5,21.5,19.93559348,6.019199958,0.021456186,0,0.099478674,0.099478674,0.036370761,0.021396556,1,0,0,0,0,0.981827271,0.00349981,0.00875465,0.005918528,0,0,NoDam,0,0,NoDam,0,493.2380952,717.3333333,11.85396825,4.975793651
107000070,Denmark_1,"OKSENB∆K, ÿ. FOR K∆RG≈RD",Denmark,OKSENB∆K,Jes Rasmussen,10.27904039,56.42538393,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,20,3,5,spring,species,0,0,0,0,49,13,157,16770,1.383442418,0.024830827,1.413284248,3.125417894,0.02456369,0.030164415,1216023,41924094,0.123455987,4,16.47527,0.004748119,16.47526741,16.47051929,4.221879199,6.964351288,1.9,1.899999976,3.5,1.600000024,2.453846216,0.455927483,0,0,0.023406744,0.023406744,0.006515874,0.006042498,1,0,0,0,0,0.9026079,0.0065111,0.087947,0.002932886,0,0,NoDam,0,0,NoDam,0,499.75,728.95,11.96291667,5.079166667
107000071,Denmark_1,"GJERN ≈, OPST.GJERN",Denmark,GJERN ≈,Jes Rasmussen,9.736901852,56.227613,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,18,3,5,spring,species,0,0,0,0,57,19,152,23995,1.424597557,0.023740602,1.5962884,3.534724071,0.023433378,0.029663751,1215702,39913425,0.119327392,6,104.5387,0.004773042,104.666214,104.6614409,27.666595,43.43737615,26,26,42.40000153,16.40000153,30.9320005,5.211504856,0,0,0.11885903,0.11885903,0.04098375,0.038274095,0.97037037,0,0,0.02962963,0,0.81175034,0.114917783,0.0382314,0.031026935,0.0040755,0,NoDam,0,0,NoDam,0,485.85,769.35,11.75625,4.881666667
107000072,Denmark_1,"LIN≈, BÿSMÿLLE BRO",Denmark,LIN≈,Jes Rasmussen,9.657119989,56.18764852,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1998,2019,22,20,3,5,spring,species,3,1,0.000174044,0.007462687,42,19,134,17237,0.70831027,0.037939959,0.941061465,2.593011849,0.035973043,0.023351426,1215702,39936083,0.047780857,5,25.33627,0.004951706,25.33626938,25.33131767,8.844265179,11.00640109,20,20,26.39999962,6.399999619,23.07000027,2.215423104,0,0,0.036789513,0.036789513,0.018905306,0.013910982,1,0,0,0,0,0.845578286,0.130185271,0.0222162,0.00202059,0,0,NoDam,0,0,NoDam,0,480.9090909,762.6363636,11.9125,4.980681818
107000073,Denmark_1,"NÿRRE ≈, FLADBRO KRO",Denmark,NÿRRE ≈,Jes Rasmussen,9.962168766,56.44624221,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,19,3,5,spring,species,0,0,0,0,60,15,189,14645,1.525155562,0.025037594,1.486901314,3.149513163,0.024732977,0.030070881,1215702,42115543,0.322715068,6,0.005109078,0.004745517,384.8550415,384.850296,67.89646014,146.6429652,3.3,1.100000024,10.19999981,9.099999785,3.195588278,2.228058638,0.042921798,0,0.060349313,0.060349313,0.013974654,0.01443951,0.897058,0.1029411,0,0,0,0.70716315,0.136590409,0.10099767,0.028841715,0.02640629,0,NoDam,0,0,NoDam,0,491.1,725.2,11.88,4.982916667
107000074,Denmark_1,"ILLERUP ≈, FORLEV BRO",Denmark,ILLERUP ≈,Jes Rasmussen,9.909669239,56.05403802,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1998,2018,21,20,2,5,spring,species,0,0,0,0,38,13,145,13371,3.007974755,0.021461039,1.937670937,2.407401718,0.020627605,0.025094532,1215702,39783953,0.163024361,4,0.03776408,0.004794426,15.62443066,15.61963623,1.688402865,4.593260277,31.6,27.60000038,71.30000305,43.70000267,46.76176537,16.61052145,0.037733019,0,0.200928317,0.200928317,0.057397999,0.050593383,1.0000003,0,0,0,0,0.823926619,0.084048281,0.0358597,0.056166305,0,0,NoDam,0,0,NoDam,0,489.5238095,715.9047619,11.7031746,4.929761905
107000075,Denmark_1,"NIMDRUP B∆K, VEST FOR KARLSÿ",Denmark,NIMDRUP B∆K,Jes Rasmussen,9.540136665,56.01259503,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,26,2,5,spring,species,0,0,0,0,51,17,135,44117,5.367774155,0.036299349,5.20533868,2.926201693,0.036361801,0.016346738,1215702,36505545,0.360016116,4,27.32931,0.004799915,31.63191414,31.62711422,4.145369916,10.25876847,60.2,59.20000076,90.40000153,31.20000076,71.93066828,8.11827551,0.009433255,0,0.179491103,0.179491103,0.040064725,0.033839864,0.182222222,0.817777778,0,0,0,0.795488148,0.131224922,0.0182951,0.045001393,0.00998914,0,NoDam,0,0,NoDam,0,488.7777778,803.6296296,11.65339506,4.759876543
107000076,Denmark_1,"RINGKLOSTER ≈, KLOSTERBRO",Denmark,RINGKLOSTER ≈,Jes Rasmussen,9.963920885,56.01325493,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,19,3,5,spring,species,0,0,0,0,52,14,163,8607,1.126581328,0.021328321,1.139631674,2.845094804,0.020903188,0.029082868,1215702,40116713,0.278392808,5,0.004808797,0.004799398,48.60935211,48.60455271,9.179086105,18.9567082,26.7,23.39999962,34.60000229,11.20000267,27.13620728,2.597525642,0.031129751,0,0.085843629,0.085843629,0.030884714,0.022067555,0.3793105,0.1896555,0.206897,0,0.224138,0.9259764,0.06241941,0.00985208,0.001751984,0,0,NoDam,0,0,NoDam,0,498.7,704.85,11.82333333,5.08375
107000077,Denmark_1,"JAVNGYDE B∆K, OS RENSNINGSANL∆G",Denmark,JAVNGYDE B∆K,Jes Rasmussen,9.823385921,56.10710826,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2019,28,27,3,5,spring,species,0,0,0,0,41,11,133,15103,3.202677113,0.045634921,3.331674594,2.366126565,0.0445197,0.015303769,1215702,39203075,0.277698126,4,1.808319,0.004787824,37.11915207,37.11436425,2.409194683,5.66447164,25.7,22.70000076,52.20000076,29.5,34.00344895,6.903996071,0.021460907,0,0.119010489,0.119010489,0.042670534,0.035627292,0.810344,0.155172,0,0,0.0344828,0.932884481,0,0.0606052,0.006510017,0,0,NoDam,0,0,NoDam,0,471.5357143,708.7142857,11.66309524,4.828571428
107000078,Denmark_1,"SKJELLEGRÿFTEN, SKJELLERUPGRÿFTEN",Denmark,SKJELLEGRÿFTEN,Jes Rasmussen,9.503971626,56.26013768,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,24,3,4,spring,species,0,0,0,0,34,8,107,9827,5.622836695,0.035800773,5.519932022,2.906544636,0.03587795,0.016601402,1215702,37264119,0.37670011,1,0.1430867,0.004767773,18.66120529,18.65643752,0.284588966,2.083535226,32.6,25,67.59999847,42.59999847,52.91772244,9.823940886,0.057542599,0,0.062504633,0.062504633,0.024627128,0.015015012,0.987342,0,0,0,0.0126582,1.000001,0,0,0,0,0,NoDam,0,0,NoDam,0,477.5555556,784.8888889,11.75462963,4.82345679
107000079,Denmark_1,"STABELB∆K, RYVADS BRO",Denmark,STABELB∆K,Jes Rasmussen,9.907728665,56.10812554,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1998,2018,21,19,3,5,spring,species,0,0,0,0,35,9,125,15433,2.845834569,0.018170996,2.195283793,2.576011545,0.019250069,0.025826502,1215702,37369293,0.205880605,4,0.04572024,0.004787793,12.2094183,12.2046305,1.974554673,4.447770682,53.4,50.20000076,72.59999847,22.39999771,58.40465182,5.584444666,0.030186422,0,0.133008275,0.133008275,0.039301813,0.029803889,0.976744,0,0.0232558,0,0,0.9159388,0.0752171,0.00884613,0,0,0,NoDam,0,0,NoDam,0,484.6666667,716.8095238,11.70833333,4.918650794
107000080,Denmark_1,"ÿLHOLM B∆K, ÿLHOLM",Denmark,ÿLHOLM B∆K,Jes Rasmussen,9.506319744,55.84029485,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,20,2,4,spring,species,0,0,0,0,51,13,169,14723,0.808441034,0.026203008,0.442019264,3.087088658,0.028768446,0.029286457,1215702,37292624,0.149453206,4,21.55827,0.004820819,21.55826759,21.55344677,4.119940919,7.451728579,56.1,55.79999924,59.90000153,4.100002289,56.62580687,1.0683026,0.003233031,0,0.038676366,0.038676366,0.008131022,0.010171641,1,0,0,0,0,0.9800504,0.0149617,0.00498899,0,0,0,NoDam,0,0,NoDam,0,497.1,802.35,11.90333333,5.02875
107000081,Denmark_1,"HOLMSB∆K, OPST. HOLMSB∆K",Denmark,HOLMSB∆K,Jes Rasmussen,9.808309694,56.10892401,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1993,2018,26,25,3,5,spring,species,0,0,0,0,39,15,120,28393,4.609103135,0.038316239,4.723534464,2.934693326,0.040154253,0.017407782,1215702,36005094,0.493106733,2,0.01537699,0.004788104,0.576581359,0.571793254,0.081016588,0.124183151,28.8,23.5,77.5,54,49.22621427,18.36873659,0.043106649,0,0.113157383,0.113157383,0.037079896,0.026109042,0.941748,0.0582525,0,0,0,0.9999995,0,0,0,0,0,NoDam,0,0,NoDam,0,472.3076923,717.0769231,11.59262821,4.771474359
107000082,Denmark_1,"BJERGSKOV B∆K, HEM",Denmark,BJERGSKOV B∆K,Jes Rasmussen,9.783656329,56.02484698,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2019,21,19,3,5,spring,species,896,1,0.043524726,0.006993007,57,22,143,20586,-1.109286566,0.043365801,-0.262114667,2.52971414,0.03887508,0.02630414,1215702,38454890,0.734201055,4,0.03310508,0.004798155,11.32519913,11.32040097,1.423582776,3.630111669,29.5,26.5,70.40000153,43.90000153,46.8039225,10.75290467,0.006466001,0,0.120745688,0.120745688,0.044751646,0.030687316,0.901960667,0.0522876,0.0457516,0,0,0.8995368,0.075125174,0.0135784,0.011762914,0,0,NoDam,0,0,NoDam,0,492.1904762,730.7619048,11.99206349,5.155952381
107000083,Denmark_1,"NÿRRE ≈, NYBRO",Denmark,NÿRRE ≈,Jes Rasmussen,9.613826894,56.44873211,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,24,3,5,spring,species,1,1,7.86E-05,0.006451613,57,6,155,12721,5.710759512,0.033898046,5.773228519,3.019156909,0.035327479,0.016970785,1215702,41894053,0.156603014,6,241.4536,0.004745414,241.5984497,241.5937043,51.23237094,98.69988942,2.1,2.100000143,19.39999962,17.29999948,6.933333513,5.436613689,0,0,0.072636064,0.072636064,0.029719834,0.024446432,0.848485,0,0.151515,0,0,0.714239222,0.130364426,0.077572691,0.037422844,0.040402731,0,NoDam,0,0,NoDam,0,474.4814815,759.1851852,11.7287037,4.855555556
