site,study_id,Site_name,Country,River,Data_owner,Longitude_X,Latitude_Y,sampling_method_long,unit,Starting_year,Ending_year,Year_count,Sampling_years,Min_month,Max_month,season,TaxonomicRes,abund_alienSpp,SppRich_alienSpp,abundProportion_alienSpp,SppRichProportion_alienSpp,Max of spp_richness_perYr,Min of spp_richness_perYr,total_sppRich_AllYrs,total_abund_AllYrs,ppt_Est,tmax_Est,MacrobasinID,MicrobasinID,microbasin_area_km2,strahler_streamOrder,accumulation_atPoint,elevation_atPoint,slope_atPoint,crop_meanPerc_subcatch,urban_meanPerc_subcatch,dam_impact_score_lessthan100km,ppt_mm_12moPrior,tmax_C_12moPrior
107000234,Denmark_1,"FAKSE ≈, N FOR ÿSTERG≈RD",Denmark,FAKSE ≈,Jes Rasmussen,12.110111,55.24181166,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1994,2018,25,18,3,5,spring,species,11,1,0.000142343,0.007751938,44,22,129,77278,2.573020483,0.04414404,1200885,40520287,0.14685327,4,0.02305043,19.9,0.026457056,0.913580074,0.086419926,0,635.6666667,12.12743056
107000235,Denmark_1,"PILEB∆K, T.T., V FOR LYDERSLEV",Denmark,"PILEB∆K, T.T.",Jes Rasmussen,12.27586966,55.27292314,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,2004,2018,15,14,2,4,spring,species,0,0,0,0,27,9,74,9291,5.395616919,0.005476191,1173149,41108705,0.146747676,2,0.4687959,11.2,0.003745434,1,0,0,626.3333333,12.45944445
107000236,Denmark_1,"GEDSERG≈RDSLÿBET ,21, BÿTÿ NOR",Denmark,"GEDSERG≈RDSLÿBET ,21",Jes Rasmussen,11.9144684,54.64563211,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,2004,2018,15,14,3,4,spring,species,60843,1,0.856678212,0.013157895,24,12,76,71022,4.606625551,0.00827381,1210692,42256876,0.17388783,4,0.004968352,2.7,0.022398619,1,0,0,619.6,12.45777778
107000237,Denmark_1,"SYDKANALEN, GEDESBY NYBY",Denmark,SYDKANALEN,Jes Rasmussen,11.94062462,54.6048821,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1994,2018,25,17,3,5,spring,species,1531,1,0.063812938,0.009803922,36,16,102,23992,0.782222348,0.041096154,1210692,42255730,0.024866503,3,0.02608274,0.7,0.003733103,1,0,0,617.68,12.30833333
107000238,Denmark_1,"TINGSTED ≈, FJ∆LLEBRO",Denmark,TINGSTED ≈,Jes Rasmussen,11.93351601,54.83184664,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1993,2018,26,20,3,5,spring,species,4,1,0.000151206,0.00729927,48,19,137,26454,1.720088479,0.034381766,1199394,41644476,0.059347962,4,0.01480636,8.3,0.038806623,0,0,0,625.4230769,12.27179487
107000239,Denmark_1,"HÿJVADS RENDE, LILLE ROSNING",Denmark,HÿJVADS RENDE,Jes Rasmussen,11.28579963,54.86710789,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,25,3,5,spring,species,7723,1,0.151425434,0.008849558,31,14,113,51002,1.703749228,0.033292633,1210313,41863581,0.345886542,4,11.1723,2.4,0,0.542857,0,0,610.8518519,12.01697531
107000240,Denmark_1,"GJEDDELÿBET, V FOR BREGNINGE",Denmark,GJEDDELÿBET,Jes Rasmussen,11.69350854,54.71937281,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1995,2018,24,15,3,5,spring,species,67,1,0.004218081,0.009708738,43,14,103,15884,2.582803237,0.031746377,1215687,41495953,0.223181075,4,5.355397,6,0.000933675,1,0,0,634.0416667,12.21875
107000241,Denmark_1,"N∆LDEVADS ≈, STR∆DESKOV (32L)",Denmark,N∆LDEVADS ≈,Jes Rasmussen,11.47027346,54.82685321,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1992,2018,27,25,3,5,spring,species,24463,1,0.238029444,0.006451613,46,22,155,102773,1.015273096,0.038884615,1211239,41929275,0.178064608,4,43.23073,1.9,0,0.0277778,0,0,610.28,12.119
107000242,Denmark_1,"RÿDBY KANAL, NS GERRINGE B∆K",Denmark,RÿDBY KANAL,Jes Rasmussen,11.31888869,54.70491741,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,19,3,5,spring,species,54,1,0.00419874,0.009615385,34,11,104,12861,-0.088177214,0.018214286,1210100,42262961,2.45558275,4,0.004973396,0.6,0.002799686,0.986532222,0.013468,0,620.25,12.23708333
107000243,Denmark_1,"Bagge ≈, ved mÂlestation 650 m OS havet",Denmark,Bagge ≈,Jes Rasmussen,14.71282484,55.15281153,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1997,2018,22,21,2,4,spring,species,0,0,0,0,40,11,101,8110,0.590568565,0.033051007,1172797,41425981,0.024530748,5,45.55825,5.5,0.045274269,0,0,0,588.5,11.53636364
107000244,Denmark_1,"Nydams ≈, Sigtebro",Denmark,Nydams ≈,Jes Rasmussen,14.91490072,55.09150036,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1998,2018,21,20,2,4,spring,species,0,0,0,0,43,9,121,14170,-0.564219432,0.018777056,1150815,34231732,0.280074843,3,8.060427,78.4,0,1,0,0,620.3809524,11.25515873
107000245,Denmark_1,"Till¯b til SamsingÂ fra Egevan, ≈byvej",Denmark,Till¯b til SamsingÂ fra Egevan,Jes Rasmussen,14.74254536,55.16662388,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,18,2,4,spring,species,0,0,0,0,39,8,97,18952,-1.673878729,0.02264411,1172797,39607362,0.18636731,3,0.005380109,22.7,0.02263715,1,0,0,596.45,11.5975
107000246,Denmark_1,"ÿle ≈, Sÿ for BoesgÂrd",Denmark,ÿle ≈,Jes Rasmussen,14.99540359,55.00471947,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1998,2018,21,20,2,4,spring,species,0,0,0,0,40,15,99,13555,-0.538984704,0.019339827,1171071,41537963,0.113260489,5,0.00992561,8.8,0.026187671,0.123993585,0,0,570.2380952,11.79325397
107000247,Denmark_1,"SpagerÂ, Spagerbro",Denmark,SpagerÂ,Jes Rasmussen,14.94069684,55.16967478,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1997,2018,22,21,2,4,spring,species,0,0,0,0,43,8,118,16994,0.682461634,0.033065123,1151564,33957688,0.053944871,4,13.91771,88,0,1,0,0,590.6818182,11.28901515
107000248,Denmark_1,"Melsted ≈, ÿ for Lenseng",Denmark,Melsted ≈,Jes Rasmussen,14.9560968,55.19554324,"Kicknet, 0.5mm mesh",composite of 12 samples totaling Ind/0.6 m^2,1999,2018,20,19,2,4,spring,species,6,1,0.000603682,0.008849558,41,8,113,9939,-1.889632831,0.022431078,1165047,36287846,0.093120911,2,0.004900901,67.1,0.014973054,1,0,0,598.25,11.35083333
108000001,Germany_1,"Arnsberg, RuhB0",Germany,Ruhr,Armin Lorenz,7.978005,51.440163,Germany MHS,Ind/m^2,2009,2019,11,10,6,7,summer,species,9.6,1,0.000460823,0.0125,49,34,80,20832.28575,-1.046845639,0.186136363,1097310,18043572,0.053520544,7,1041.856,155.9,0,0,0.177777778,2.272102709,936.3636364,13.98257576
108000002,Germany_1,"Arnsberg, RuhB1",Germany,Ruhr,Armin Lorenz,7.961376,51.441405,Germany MHS,Ind/m^2,2008,2019,12,11,6,7,summer,species,4520.8,3,0.171179626,0.034883721,50,27,86,26409.685,-9.102915399,0.154370629,1097310,17880265,0.09633278,7,0.01043261,162.2,0.125751316,0,0.111111,2.257817862,954.8333333,13.95833333
108000003,Germany_1,KS1,Germany,Kleine Schalmenau,Armin Lorenz,8.135747,51.435197,Germany MHS,Ind/m^2,2010,2019,10,10,4,4,spring,species,0,0,0,0,56,40,106,9238.460504,-0.204927595,0.199343434,1097310,11375798,0.117757599,3,3.771079,300.8,0.011014828,0,0,0,1041.3,13.00416667
108000004,Germany_1,KS2,Germany,Kleine Schalmenau,Armin Lorenz,8.137236,51.435804,Germany MHS,Ind/m^2,2010,2019,10,10,4,4,spring,species,0,0,0,0,54,27,96,10735.9,-0.112955402,0.199343434,1097310,11375798,0.117757599,3,0.005598798,305.9,0.057827148,0,0,0,1041.3,13.00416667
108000005,Germany_1,H2,Germany,Heve,Armin Lorenz,8.164562,51.450802,Germany MHS,Ind/m^2,2010,2019,10,10,4,4,spring,species,0,0,0,0,62,41,111,11198.74429,-1.026959088,0.199343434,1097310,13075297,0.123070248,4,0.03584192,281.8,0.256678067,0,0,0,1041.3,13.00416667
108000006,Germany_2_1,_108000006,Germany,Kellwasser ,Ralf Sch‰fer,10.45483495,51.82163398,DIN 38410,Ind/m^2,1986,2006,21,11,4,6,spring,species,243,5,0.011741059,0.036764706,56,6,136,20696.6,-1.583495603,0.041038961,1216402,8976769,0.57319688,4,0.01364664,441.4,0.133297621,0,0,0,1224.238095,10.51230159
108000007,Germany_2_1,_108000007,Germany,Hallerbruchgraben,Ralf Sch‰fer,9.538927048,52.66126575,DIN 38410,Ind/m^2,1986,2008,23,13,5,6,summer,species,24,1,0.002774534,0.008064516,64,29,124,8650.1,1.037975551,0.066320817,1216402,39746409,0.442665409,1,0.009655248,29,0.010831498,1,0,0,713.826087,13.93949275
108000008,Germany_2_1,Elberndorfer Bach,Germany,Elberndorfer Bach,Ralf Sch‰fer,8.202479771,50.99157326,DIN 38410,Ind/m^2,1988,2009,22,19,10,12,fall,species,0,0,0,0,31,6,101,7331.2,2.96825754,0.059170901,1216402,7678917,0.518866525,3,0.01197707,541.8,0.117560694,0,0,0,1191.090909,10.94128788
108000009,Germany_2_1,Zinse Z3,Germany,Zinse,Ralf Sch‰fer,8.206108949,51.00178377,DIN 38410,Ind/m^2,1988,2006,19,16,10,12,fall,species,0,0,0,0,21,6,60,3365.6,2.978633193,0.063596491,1216402,7124542,0.902367364,2,0.01465704,581.7,0.202723777,0,0,0,1223,10.51666667
108000010,Germany_2_1,Bimmen,Germany,Rhein,Ralf Sch‰fer,6.074038275,51.86019949,DIN 38410,Ind/m^2,1971,2007,37,26,8,10,fall,species,9775,18,0.492170586,0.310344828,23,5,58,19861,4.116559154,0.045651573,1097310,29606285,0.371177139,10,147458.6,8.2,0,0.288888778,0.039682556,0,762.3513514,13.8704955
108000011,Germany_2_1,Bad Honnef,Germany,Rhein,Ralf Sch‰fer,7.214256745,50.63131769,DIN 38410,Ind/m^2,1969,2007,39,31,8,10,fall,species,12316,15,0.419196732,0.238095238,21,5,63,29380,2.39073062,0.050366059,1097310,26314544,0.359479667,10,0.01520268,54.7,0.016521986,0,0.167789333,0.851724026,751.6666667,14.09786325
108000012,Germany_2_1,_108000012,Germany,Spiekerbach,Ralf Sch‰fer,7.355163691,52.34145456,DIN 38410,Ind/m^2,1986,2008,23,16,5,7,summer,species,90,1,0.0052579,0.007575758,57,31,132,17117.1,3.761974879,0.073320158,1215256,39126258,0.451108619,2,0.699591,30.7,0.003704576,0.2209306,0,0,787.5217391,13.88297101
108000013,Germany_2_1,_108000013,Germany,Thuiner Muehlenbach,Ralf Sch‰fer,7.497647301,52.46094988,DIN 38410,Ind/m^2,1986,2008,23,13,5,7,summer,species,1233,3,0.221507617,0.030927835,46,12,97,5566.4,3.214053029,0.072924901,1215256,39350022,0.183105321,4,0.005887853,33.1,0.00555689,0.542857,0,0,805.6086957,13.81123188
108000014,Germany_2_1,_108000014,Germany,Lingener Muehlenbach,Ralf Sch‰fer,7.34304408,52.53502731,DIN 38410,Ind/m^2,1986,1996,11,11,5,7,summer,species,36,1,0.003198294,0.01,49,32,100,11256,-5.794823239,0.068939394,1215256,39936860,0.229803342,2,0.02333249,27.2,0.013892172,0.635522,0.364478,0,785.9090909,13.46212121
108000015,Germany_2_1,N√§he Dieksee,Germany,Schattenbruchgraben,Ralf Sch‰fer,7.357243335,52.53136019,DIN 38410,Ind/m^2,1987,2005,19,9,6,8,summer,species,18,1,0.002486875,0.00862069,51,22,116,7238,3.28983564,0.047236842,1215256,39944867,0.083575872,4,0.005301324,27.9,0.021301323,0.798611111,0.138888889,0,802.8421053,13.82631579
108000016,Germany_2_1,_108000016,Germany,Strootbach,Ralf Sch‰fer,7.334645067,52.51975468,DIN 38410,Ind/m^2,1986,2004,19,12,5,7,summer,species,108,3,0.011795544,0.022727273,52,32,132,9156,1.795948625,0.071476608,1215256,39776746,0.125394284,2,0.01152939,28.5,0.007409151,0,0.615740407,0,802.1052632,13.7254386
108000017,Germany_2_1,_108000017,Germany,Ridding,Ralf Sch‰fer,7.379738435,53.41642956,DIN 38410,Ind/m^2,1986,2006,21,13,5,7,summer,species,0,0,0,0,54,30,112,8261.6,0.00652246,0.053571429,1215981,42011454,0.250765913,1,0.005119943,1.7,0.003706166,0.476190333,0.095238,0,793.6666667,12.66825397
108000019,Germany_2_1,_108000019,Germany,Rhodische Aller,Ralf Sch‰fer,10.85609827,52.55730293,DIN 38410,Ind/m^2,1986,1997,12,11,5,7,summer,species,323,3,0.04011924,0.026315789,47,31,114,8051,-4.442629161,0.018735431,1216402,36628370,0.19836889,3,0.005220558,64.4,0.009256783,0.894737,0,0,632.5833333,13.24375
108000020,Germany_2_1,_108000020,Germany,Buttergraben,Ralf Sch‰fer,10.78337928,52.54214241,DIN 38410,Ind/m^2,1986,2006,21,14,7,9,summer,species,2434,6,0.307945344,0.068965517,35,14,87,7904,-2.126120475,0.043560606,1216402,36698147,0.203667649,4,0.006008625,65.5,0.003702727,0.205128,0,0,643.5238095,13.53293651
108000021,Germany_2_1,"Otze, √∂stlich",Germany,Hechtgraben,Ralf Sch‰fer,10.03841836,52.47787796,DIN 38410,Ind/m^2,1989,2008,20,10,4,6,spring,species,30.6,2,0.004917242,0.02173913,31,17,92,6223,4.580971221,0.031466165,1216402,37514521,0.329469763,1,0.1126482,50.3,0.003702711,0.936508,0,0,687.55,14.13416667
108000022,Germany_2_1,_108000022,Germany,Meierbach,Ralf Sch‰fer,9.715075784,52.7398733,DIN 38410,Ind/m^2,1986,2006,21,10,6,8,summer,species,631.6,6,0.390213765,0.2,11,3,30,1618.6,-2.293896858,0.043971862,1216402,39955122,0.062383869,2,0.00526407,28.9,0.024067622,0,0,0,712.1428571,13.83214286
108000024,Germany_2_1,_108000024,Germany,Bullerbach,Ralf Sch‰fer,9.435272353,52.30104136,DIN 38410,Ind/m^2,1986,2006,21,9,5,7,summer,species,84,2,0.012854651,0.017391304,49,21,115,6534.6,-1.343980536,0.044848485,1216402,20679505,0.152274796,2,1.077114,160.1,0.056466716,0,0,0,778.2857143,13.52420635
108000025,Germany_2_1,n√∂rdl. Schwarmstedt,Germany,Varrenbruchgraben,Ralf Sch‰fer,9.617704916,52.70267317,DIN 38410,Ind/m^2,1990,2008,19,8,4,6,spring,species,37.2,2,0.00768595,0.023529412,34,18,85,4840,3.698952916,0.042280702,1216402,39936874,0.593146625,4,0.005202871,27.8,0.019439248,0.535088,0,0,705.5789474,14.14429825
108000026,Germany_2_1,"Lauenbr√ºck, M√ºndung",Germany,Fintau,Ralf Sch‰fer,9.555746918,53.19878682,DIN 38410,Ind/m^2,1986,2006,21,14,8,10,fall,species,4464,9,0.651926279,0.152542373,28,8,59,6847.4,-2.27742738,0.048051948,1216402,39573530,0.303475807,6,0.0100908,32.8,0.024993304,0.316383889,0.192718,0,766.6190476,13.48373016
108000027,Germany_2_1,nord√∂stl. Lauenbr√ºck,Germany,K√∂nigsgraben,Ralf Sch‰fer,9.623620751,53.23000321,DIN 38410,Ind/m^2,1986,2011,26,15,5,7,summer,species,130.6,2,0.015119591,0.016129032,48,10,124,8637.8,-1.736641618,0.046435897,1216402,38874563,0.149049701,1,0.005164457,38.6,0.005554119,0.440613111,0,0,768.2692308,13.52147436
108000028,Germany_2_1,_108000028,Germany,Waakhauser Polder,Ralf Sch‰fer,8.882791818,53.20911054,DIN 38410,Ind/m^2,1986,2001,16,12,8,9,fall,species,328,6,0.07892204,0.081081081,26,10,74,4156,-2.504356588,0.058688726,1216402,41773914,0.19027185,2,0.07395654,3.3,0.000925677,0.405405,0,0,717.75,13.13697917
108000029,Germany_2_1,_108000029,Germany,Heller Binnenbach,Ralf Sch‰fer,8.03413702,52.58606887,DIN 38410,Ind/m^2,1986,2009,24,12,5,7,summer,species,32,3,0.003182496,0.022900763,53,19,131,10055,0.863581757,0.065047101,1215256,39463948,0.234763197,1,0.2644241,31,0,1,0,0,807.25,13.86979167
108000030,Germany_2_1,Osenhorst,Germany,Osenhorster Bach,Ralf Sch‰fer,9.317899525,53.23539835,DIN 38410,Ind/m^2,1986,2013,28,8,4,6,spring,species,166.8,3,0.030368132,0.03125,38,17,96,5492.6,-1.452251492,0.035155537,1217647,40174736,0.138759065,4,0.01414138,25.1,0.052896815,0.148148,0,0,766.1785714,13.46934524
108000031,Germany_2_1,_108000031,Germany,Rehbaeke,Ralf Sch‰fer,8.178916747,53.28838861,DIN 38410,Ind/m^2,1986,2006,21,13,6,8,summer,species,1410.4,7,0.384934498,0.109375,24,7,64,3664,-0.75443121,0.051525974,1210101,41467649,0.225832543,2,0.006050835,6.2,0.001805255,0.6818178,0,0,788.0952381,13.08968254
108000032,Germany_2_1,Hafen Uerdingen,Germany,Rhein,Ralf Sch‰fer,6.673137397,51.34052226,DIN 38410,Ind/m^2,1971,2007,37,16,8,10,fall,species,5116,10,0.388842441,0.222222222,23,5,45,13157,3.683220475,0.046546547,1097310,28056883,1.416132582,3,0.005412192,35.3,0.050483851,0.213103111,0.600869704,0,812.8648649,14.86734234
108000033,Germany_2_1,Hohenbudberg,Germany,Rhein,Ralf Sch‰fer,6.669995185,51.37110462,DIN 38410,Ind/m^2,1971,1998,28,24,8,10,fall,species,4237,12,0.399830141,0.260869565,17,3,46,10597,2.216657875,0.029317187,1097310,27739432,0.134004237,1,0.02439764,29.9,0.002753659,0.053333333,0.426666667,0,788.5714286,14.60446429
108000034,Germany_2_1,Oberhausen-Borbeck,Germany,Rhein Herne Kanal,Ralf Sch‰fer,6.908378765,51.49564884,DIN 38410,Ind/m^2,1972,2007,36,11,6,8,summer,species,4905,9,0.624363544,0.290322581,14,4,31,7856,3.597178756,0.050320678,1097310,28064152,0.144331139,6,0.005345694,35.8,0.05599146,0,0.0740741,0,858.6111111,14.64791667
108000035,Germany_2_1,Castrop-Rauxel,Germany,Rhein Herne Kanal,Ralf Sch‰fer,7.301010415,51.59960111,DIN 38410,Ind/m^2,1972,2007,36,11,7,9,summer,species,5200.8,13,0.606535582,0.302325581,22,4,43,8574.6,3.901699142,0.050342128,1097310,25953548,0.314659105,4,0.008192504,59.3,0.006425192,0.100439556,0.589453778,0,876.0277778,13.94189815
108000036,Germany_2_1,Waltrop,Germany,Datteln-Hamm-Kanal,Ralf Sch‰fer,7.398427161,51.63796316,DIN 38410,Ind/m^2,1972,2007,36,12,6,8,summer,species,8529,12,0.71223382,0.292682927,16,6,41,11975,3.708748827,0.050052553,1097310,25983370,0.309079268,2,0.007545298,57.6,0.015735076,0.846743333,0.153256667,0,841.1944444,13.8775463
108000037,Germany_2_1,Bergkamen,Germany,Datteln-Hamm-Kanal,Ralf Sch‰fer,7.596106882,51.62782961,DIN 38410,Ind/m^2,1972,2007,36,12,6,8,summer,species,2415,10,0.478976597,0.238095238,16,6,42,5042,3.331870305,0.049770485,1097310,26561534,0.239851286,3,0.005330103,54.5,0.039469199,0.170370067,0.177777633,0,813.6666667,13.80462963
108000038,Germany_2_1,an der Br√ºcke der B 61 in Hamm,Germany,Datteln-Hamm-Kanal,Ralf Sch‰fer,7.778300488,51.68055803,DIN 38410,Ind/m^2,1973,2010,38,13,5,7,summer,species,182480,17,0.962056549,0.253731343,26,6,67,189677,2.452396782,0.044569063,1097310,26203383,0.175682803,8,0.009067864,59.4,0.005245003,0.0606061,0.343434,0,796.6578947,13.9254386
108000039,Germany_2_1,bei Emmelsum an der Schleuse,Germany,Wesel Datteln Kanal,Ralf Sch‰fer,6.613225653,51.63115151,DIN 38410,Ind/m^2,1972,2007,36,14,7,9,summer,species,1764,11,0.47804878,0.297297297,12,1,37,3690,3.743127398,0.049700772,1097310,28917691,0.213190395,2,0.0128587,19.3,0.034879774,0.285185185,0.014814815,0,762.7222222,14.21550926
108000040,Germany_2_1,H√ºnxe,Germany,Wesel Datteln Kanal,Ralf Sch‰fer,6.757584119,51.64774777,DIN 38410,Ind/m^2,1972,2007,36,14,6,8,summer,species,17999,11,0.922647119,0.458333333,12,3,24,19508,3.696032413,0.049929215,1097310,28448332,0.181146913,4,0.005333056,25.2,0.009178885,0.38017457,0.485838556,0,806.6944444,13.90138889
108000041,Germany_2_1,am Hafen H√∂he H√ºls AG,Germany,Wesel Datteln Kanal,Ralf Sch‰fer,7.098447368,51.69705702,DIN 38410,Ind/m^2,1972,2007,36,15,6,8,summer,species,4023,14,0.4616179,0.285714286,19,3,49,8715,3.912786561,0.050122265,1097310,27618843,0.106439936,3,0.06956277,35.8,0,0.05,0.807407407,0,845.0277778,14.07777778
108000042,Germany_2_1,Einm√ºndung Wesel-Datteln-Kanal,Germany,Dortmund Ems Kanal,Ralf Sch‰fer,7.368370891,51.66415316,DIN 38410,Ind/m^2,1972,2007,36,13,6,8,summer,species,3914,9,0.524453973,0.209302326,17,8,43,7463,3.664669624,0.050166238,1097310,26673563,0.308882995,1,0.005470308,60.4,0.0798567,0.706897,0,0,849.4166667,13.87430556
108000043,Germany_2_1,Kreuzung alte/neue Fahrt bei L√ºdinghause,Germany,Dortmund Ems Kanal,Ralf Sch‰fer,7.404901953,51.80286917,DIN 38410,Ind/m^2,1984,2007,24,12,7,9,summer,species,2154,11,0.70071568,0.366666667,12,4,30,3074,2.92422338,0.082184783,1097310,26090854,0.525624228,4,0.005309517,58.7,0.022029447,1,0,0,832.6666667,13.89895833
108000044,Germany_2_1,am Naturschutzgebiet Venner Moor,Germany,Dortmund Ems Kanal,Ralf Sch‰fer,7.54795365,51.8688803,DIN 38410,Ind/m^2,1984,2007,24,10,7,9,summer,species,5080,9,0.787963394,0.346153846,14,5,26,6447,2.850569282,0.082297101,1215256,37196572,0.22268208,5,0.01389761,60.3,0.028710474,1,0,0,807.7916667,13.83819444
108000045,Germany_2_1,M√ºnster-Hiltrup (Lackfabrik),Germany,Dortmund Ems Kanal,Ralf Sch‰fer,7.660353264,51.90140629,DIN 38410,Ind/m^2,1972,2008,37,9,5,7,summer,species,1044.8,8,0.648460775,0.25,11,1,32,1611.2,3.454624527,0.048577525,1215256,36612840,0.460889093,1,0.01063339,60.7,0.030749402,0.106853889,0.818646333,0,772.0810811,13.67837838
108000046,Germany_2_1,oberhalb Schleuse M√ºnster,Germany,Dortmund Ems Kanal,Ralf Sch‰fer,7.664836478,51.97022365,DIN 38410,Ind/m^2,1972,2008,37,9,5,7,summer,species,953.6,10,0.61443299,0.294117647,13,4,34,1552,3.480696324,0.04892129,1215256,37197309,0.359701725,3,11.83167,57.2,0,0.0588235,0.494009,0,768.6216216,13.85112613
108000047,Germany_2_1,Ladbergen,Germany,Dortmund Ems Kanal,Ralf Sch‰fer,7.713734994,52.14694948,DIN 38410,Ind/m^2,1972,2008,37,8,5,7,summer,species,3019.4,10,0.878600943,0.322580645,14,2,31,3436.6,3.638253297,0.049373716,1215256,37873111,0.363567073,3,4.75729,49.4,0,0.863123815,0.078905111,0,770.9189189,13.53738739
108000049,Germany_2_1,an der Br√ºcke √ºber die Fl√∂the,Germany,Mittellandkanal,Ralf Sch‰fer,8.618876898,52.33622759,DIN 38410,Ind/m^2,1973,2008,36,9,5,7,summer,species,2276.8,10,0.581528402,0.285714286,14,3,35,3915.2,2.589601242,0.049625697,1216402,37820075,0.236098621,2,0.005297968,52.6,0.024067657,1,0,0,743.7777778,13.57662037
108000050,Germany_2_1,Minden-Dankersen,Germany,Mittellandkanal,Ralf Sch‰fer,8.982846939,52.30015238,DIN 38410,Ind/m^2,1973,2008,36,10,5,7,summer,species,11742.2,14,0.86710777,0.388888889,14,3,36,13541.8,2.625550161,0.048995066,1216402,38064364,0.105013622,1,0.007119998,49.3,0.019857706,1,0,0,752.4166667,13.76087963
108000051,Germany_2_1,"Km 774,3_li",Germany,Rhein,Ralf Sch‰fer,6.74295094,51.40806105,DIN 38410,Ind/m^2,1971,1991,21,18,8,10,fall,species,1783,6,0.303799625,0.2,20,1,30,5869,5.738847994,0.017954545,1097310,28625433,0.117826428,10,38609.57,21.6,0,0.0454545,0.318182,0,793.5238095,14.6531746
108000052,Germany_2_1,"(L 15) in Uentrop, uh. Kraftwerk",Germany,Lippe,Ralf Sch‰fer,7.950331435,51.69702656,DIN 38410,Ind/m^2,1980,2002,23,8,4,6,spring,species,178,4,0.089447236,0.075471698,18,6,53,1990,-0.03195941,0.063578722,1097310,25844782,0.250139853,7,0.008487503,62,0.016521986,0.226950444,0.0496454,0,787,13.57065217
108000053,Germany_2_1,"Zur Siegf√§hre, Troisdorf-Bergheim",Germany,Sieg,Ralf Sch‰fer,7.107970345,50.76659944,DIN 38410,Ind/m^2,1971,2005,35,14,8,10,fall,species,1196,8,0.144514258,0.140350877,24,5,57,8276,2.916153546,0.042177871,1097310,26633690,0.086891531,7,0.005430734,52.1,0.026618781,0,0,1.640881287,718.0857143,14.82761905
108000054,Germany_2_1,0009 Ludwigshafen,Germany,Rhein,Ralf Sch‰fer,8.42099726,49.54415347,DIN 38410,Ind/m^2,1982,2001,20,19,8,10,fall,species,14784.5,11,0.651773315,0.224489796,19,8,49,22683.5,-0.165465625,0.067424812,1097310,23659939,0.111424574,9,0.02158785,88,0,0.3,0,0,644.15,15.25958333
108000056,Germany_2_1,1482 Ob. Mayen,Germany,Nette,Ralf Sch‰fer,7.185974807,50.34946891,DIN 38410,Ind/m^2,1983,2004,22,8,5,7,summer,species,0,0,0,0,53,13,78,13989,0.20858777,0.073908338,1097310,12429431,0.04383298,6,0.09514394,325.2,0.447929763,0,0,0,804.3636364,12.58522727
108000057,Germany_2_1,"1794 Neustadt, unt.",Germany,Wied,Ralf Sch‰fer,7.411629935,50.61821427,DIN 38410,Ind/m^2,1982,2002,21,8,6,8,summer,species,1,1,4.96E-05,0.015873016,29,10,63,20168,0.863959505,0.0725,1097310,19030019,0.130754245,6,0.01308672,149.1,0.058237937,0,0,0,872.4761905,13.26904762
108000058,Germany_2_1,1822 Neuwied-Irlich,Germany,Wied,Ralf Sch‰fer,7.454801377,50.44154535,DIN 38410,Ind/m^2,1982,1995,14,8,5,7,summer,species,6,1,0.000618812,0.016129032,34,8,62,9696,-6.574185601,0.116776557,1097310,25867718,0.164055441,6,0.02522082,71.7,0.119325542,0.1,0.133333,0.261059439,702.2142857,14.40357143
108000059,Germany_2_1,Schapen,Germany,Bardelgraben,Ralf Sch‰fer,7.582258375,52.428944,DIN 38410,Ind/m^2,1986,2007,22,13,5,7,summer,species,129,4,0.015342531,0.02962963,51,22,135,8408,2.288381639,0.078905515,1215256,38872445,0.780118026,4,0.005295689,38.3,0.014470286,1.0000001,0,0,795.9090909,13.85795455
108000060,Germany_2_1,Mehlem,Germany,Rhein,Ralf Sch‰fer,7.211129912,50.61966205,DIN 38410,Ind/m^2,1971,2005,35,24,8,10,fall,species,12883,13,0.485217129,0.254901961,19,6,51,26551,3.434797018,0.044933653,1097310,20024193,0.506644899,1,35857.91,53.7,0,0,0.150538,0.798714448,715.0666667,14.2625
