,Respi_teg,Respi_gil,Respi_pls,Respi_spi,Respi_ves,ResisForm_egg,ResisForm_coc,ResisForm_hou,ResisForm_did,ResisForm_non,Disp_aquatic_passive,Disp_aquatic_active,Disp_aerial_passive,Disp_aerial_active,AquStag_egg,AquStag_larva,AquStag_nymph,AquStag_adult,LifCycDur_ls1yr,LifCycDur_1yr,Repro_ovo,Repro_fie,Repro_cie,Repro_fic,Repro_frc,Repro_vec,Repro_tec,Repro_ase,MaxBody_s1,MaxBody_s2,MaxBody_s3,MaxBody_s4,MaxBody_s5,MaxBody_s6,MaxBody_s7,WingPair_wnb1,WingPair_wnb2,WingPair_wnb3,WingPair_wnb4,WingPair_wnb5,PropDrif_drift1,PropDrif_drift2,PropDrif_drift3,FeedType_gra,FeedType_min,FeedType_xyl,FeedType_shr,FeedType_gat,FeedType_aff,FeedType_pff,FeedType_pre,FeedType_par,FeedType_oth
taxon_4876,1,0,0,0,0,0,0,0,0,1,0.4,0.2,0.2,0.2,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,0.25,0.5,0.25,0,0,0,0,0,0,0.1,0.9,0,0
taxon_4877,1,0,0,0,0,0,0,0,0,1,0,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,0.25,0.5,0.25,0,0,0,0,0,0,0.1,0.9,0,0
taxon_4880,1,0,0,0,0,0,1,0,0,0,0.6,0.4,0,0,0.375,0.375,0,0.25,1,0,0,0,0.6,0.4,0,0,0,0,0,0,0,0,0.4,0.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
taxon_4907,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0,0,0,0,1,0
taxon_4909,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_4911,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0.75,0.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_4912,0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_4913,0.5,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_4914,0.5,0.5,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0.333333333,0.166666667,0,0,0,0,0.5,0,0.25,0.25,0.25,0.25,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_4917,0.25,0,0,0.75,0,0,0,0,0,1,0.333333333,0.166666667,0,0.5,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,1,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0
taxon_4927,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.2,0,0,0.1,0,0
taxon_4928,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.2,0,0,0.1,0,0
taxon_4932,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.7,0,0,0,0.2,0,0,0.1,0,0
taxon_4934,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.6,0,0,0,0.3,0,0,0.1,0,0
taxon_4940,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_4950,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_4952,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.222222222,0,0,0.111111111,0.444444444,0.111111111,0,0.111111111,0,0
taxon_4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
taxon_4957,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.4,0,0,0,0.3,0.3,0,0,0,0
taxon_4958,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.4,0,0,0,0.3,0.3,0,0,0,0
taxon_4959,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.4,0,0,0,0.3,0.3,0,0,0,0
taxon_4962,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.4,0,0,0,0.3,0.3,0,0,0,0
taxon_4963,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.4,0,0,0,0.3,0.3,0,0,0,0
taxon_4968,1,0,0,0,0,0,0,0,0,1,0.25,0.5,0,0.25,0.5,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_4970,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.333333333,0.333333333,0,0.333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,1,0,0,0,0,0.166666667,0.5,0.333333333,0.125,0,0,0.25,0.25,0,0,0.375,0,0
taxon_4973,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_4974,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_4975,1,0,0,0,0,0,1,0,0,0,0.5,0.5,0,0,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_4978,0,1,0,0,0,0.4,0,0,0.4,0.2,0,0.666666667,0,0.333333333,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0,0,0,0,0.9,0,0
taxon_4981,0,1,0,0,0,0.4,0,0,0.4,0.2,0,0.666666667,0,0.333333333,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0,0,0,0,0.9,0,0
taxon_4982,0,1,0,0,0,0.4,0,0,0.4,0.2,0.25,0.5,0,0.25,0.5,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.1,0,0,0,0,0,0,0.9,0,0
taxon_4983,1,0,0,0,0,0,0,0,0,1,0.375,0.125,0.125,0.375,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.333333333,0.5,0.166666667,0.2,0,0,0,0,0,0.5,0.3,0,0
taxon_4984,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.7,0.3,0,0,0,0
taxon_4988,1,0,0,0,0,0.6,0,0,0.4,0,0.25,0.5,0,0.25,0.5,0.5,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.909090909,0,0.090909091
taxon_4989,0,0,0,1,0,0,0,0,1,0,0.6,0.2,0.2,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.25,0.583333333,0.166666667,0,0,0
taxon_4990,0,0,0,1,0,0,0,0,1,0,0,0.5,0.5,0,0.285714286,0.428571429,0.285714286,0,1,0,0,0,0,0.6,0.2,0,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.3,0.7,0,0,0,0
taxon_4997,0.25,0,0,0.75,0,0,1,0,0,0,0,0,0,1,0.333333333,0.333333333,0.333333333,0,0.25,0.75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
taxon_4999,0.25,0.75,0,0,0,0,0,0,0,1,0.75,0.25,0,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
taxon_5001,0.6,0.4,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,0.75,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0.333333333,0.166666667,0.8,0,0,0.1,0.1,0,0,0,0,0
taxon_5007,0.6,0.4,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,0.75,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0.333333333,0.166666667,0.8,0,0,0.1,0.1,0,0,0,0,0
taxon_5014,0.6,0.4,0,0,0,0,0,0,0,1,0.428571429,0.285714286,0,0.285714286,0.333333333,0.333333333,0.333333333,0,0.75,0.25,0,0,0,0.75,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.5,0.333333333,0.166666667,0.8,0,0,0.1,0.1,0,0,0,0,0
taxon_5017,0.333333333,0,0.333333333,0.333333333,0,0,0,0,0,1,0,0.25,0,0.75,0.25,0.5,0,0.25,0.25,0.75,0,0,0,0,0,0.25,0.75,0,0,0.25,0.75,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
taxon_5018,1,0,0,0,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0.166666667,0.333333333,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5019,1,0,0,0,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0.166666667,0.333333333,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5020,1,0,0,0,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0.166666667,0.333333333,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5021,1,0,0,0,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0.166666667,0.333333333,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5022,1,0,0,0,0,0,0.666666667,0,0,0.333333333,0,1,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,0.5,0,0,0,0.5,0,0,0.166666667,0.333333333,0.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5024,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5031,0.25,0,0,0.75,0,0,0,0,0,1,0,0.25,0,0.75,0.375,0.375,0,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5033,0.6,0.4,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0.75,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.75,0.25,0,0.8,0,0,0.1,0.1,0,0,0,0,0
taxon_5034,0.6,0.4,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0.75,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.75,0.25,0,0.8,0,0,0.1,0.1,0,0,0,0,0
taxon_5035,0.6,0.4,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.333333333,0.333333333,0.333333333,0,1,0,0,0,0,0.75,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0.75,0.25,0,0.8,0,0,0.1,0.1,0,0,0,0,0
taxon_5037,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5040,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5045,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5046,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5053,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0.375,0.125,0.125,0.375,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.416666667,0,0,0,0.416666667,0,0,0,0,0.166666667
taxon_5054,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5056,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5057,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5058,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5059,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,0.75,0.25,0,0.4,0,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.75,0.25,0,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5063,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.25,0.333333333,0.333333333,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.083333333,0.75,0,0.166666667
taxon_5064,1,0,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.25,0.333333333,0.333333333,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1,0.9,0,0
taxon_5069,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0,0,0,0,0.8,0.2,0,0,0,0
taxon_5075,1,0,0,0,0,0,0.25,0,0,0.75,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
taxon_5077,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,1,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0.6,0.2,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5080,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,1,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0.6,0.2,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5083,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0.375,0.125,0.125,0.375,0.5,0.5,0,0,1,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0.6,0.2,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5084,0.25,0.75,0,0,0,0.4,0,0,0.2,0.4,0,0.2,0.2,0.6,0.5,0.5,0,0,1,0,0,0.333333333,0.666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0.6,0.2,0.5,0,0,0,0.5,0,0,0,0,0
taxon_5087,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0
taxon_5088,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0
taxon_5090,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0
taxon_5094,0,0,0,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0
taxon_5095,0.142857143,0.428571429,0.428571429,0,0,0,0,0,0,1,0.4,0.2,0,0.4,0.375,0.375,0,0.25,0.25,0.75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6,0.4,0,1,0,0,0,0,0,0,0,0,0
taxon_5097,0.5,0,0,0.5,0,0,0,0,0,0,0.25,0.25,0,0.5,0,0.5,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0
taxon_5100,0.25,0.75,0,0,0,0,0,0,0,1,0.2,0.2,0,0.6,0.4,0.6,0,0,0.666666667,0.333333333,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
taxon_5101,1,0,0,0,0,0,0.25,0,0,0.75,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_5102,1,0,0,0,0,0,0.25,0,0,0.75,1,0,0,0,0.333333333,0.333333333,0,0.333333333,0,1,0,0,0,1,0,0,0,0,0,0,0.333333333,0.333333333,0.333333333,0,0,1,0,0,0,0,0.75,0.25,0,0,0,0,0,1,0,0,0,0,0
taxon_5103,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.2,0.1,0,0,0.1,0.6,0,0,0,0
taxon_5105,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.2,0,0,0.1,0.4,0.1,0,0.1,0,0.1
taxon_5106,0.75,0.25,0,0,0,0,0,0,0,1,0.333333333,0.166666667,0.333333333,0.166666667,0.142857143,0.428571429,0.428571429,0,1,0,0,0,0,0.333333333,0.666666667,0,0,0,0,0.2,0.6,0.2,0,0,0,0,1,0,0,0,0.333333333,0.5,0.166666667,0.1,0.1,0,0,0.1,0.7,0,0,0,0
taxon_5119,0.25,0.75,0,0,0,0.2,0,0,0.2,0.6,0.285714286,0.142857143,0.142857143,0.428571429,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.666666667,0.333333333,0,0.9,0,0,0,0.1,0,0,0,0,0
taxon_5120,0.25,0.75,0,0,0,0.2,0,0,0.2,0.6,0,0.2,0.2,0.6,0.5,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.666666667,0.333333333,0,0.909090909,0,0,0,0.090909091,0,0,0,0,0
taxon_5124,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0,0.2,0.2,0.6,0.5,0.5,0,0,0.25,0.75,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0.181818182,0.727272727,0,0,0,0.090909091
taxon_5125,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0,0.2,0.2,0.6,0.5,0.5,0,0,0.25,0.75,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0,1,0,0,0,0
taxon_5127,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0,0.2,0.2,0.6,0.5,0.5,0,0,0.25,0.75,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0.2,0.8,0,0,0,0
taxon_5128,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0.166666667,0.166666667,0.166666667,0.5,0.5,0.5,0,0,0.25,0.75,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0.181818182,0.727272727,0,0,0,0.090909091
taxon_5129,0.25,0.75,0,0,0,0.4,0,0,0.6,0,0,0.2,0.2,0.6,0.5,0.5,0,0,0.25,0.75,0,0,0.75,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0,0,0.2,0.8,0,0,0,0
